major_description,minor_description,item,description,size_,ext_description,Vendor SKU
Decking-Composite,Solutions Railing,solrailconblk,DekPro Stair Rail Connect-Black-2 Pk,,#301388 / #DP388,
Decking-Composite,Solutions Railing,solrailconsblk,DekPro Level Rail Conn.-Black-2 Pk,,#301375 / #DP375 / CGTN44-PC,
Decking-Composite,Solutions Railing,solrailconsblk-P,DekPro Straight Rail Conn.-Black-2 Pk,,#301375,
Decking-Composite,Solutions Railing,solrndblk26,"DekPro 26"" Round Black Balusters-10ct",,#DP200,
Decking-Composite,Solutions Railing,solrndblk32,"DekPro 32"" Round Black Balusters-10ct",,#DP248,
Decking-Composite,Solutions Railing,solrndblkcon,DekPro Round Balusters Connector-20ct,,#301374 / DP374,
Decking-Composite,Solutions Railing,solrndblkcons,DekPro Rnd Stair Connector-Black-20ct,,#301380 / DP380,
Decking-Composite,Solutions Railing,solsqblk26,"Solutions 26"" Square Black Baluster-10ct",,#301212,
Decking-Composite,Solutions Railing,solsqblkcon34,"3/4"" Square Balusters Connector-20ct *",,#301376 DP376,
Decking-Composite,Solutions Railing,solsqblkcons34,"3/4"" Sq. Stair Balusters Conn-Blk-20ct *",,#301377,
Decking-Composite,Timbertech Decking,azkdarbctg16,Azek Arbor-GRV Autumn Chestnut 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbcts16,Azek Arbor-SQ Autumn Chestnut 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbcts20,Azek Arbor-SQ Autumn Chestnut 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbiof12,Azek Arbor-Fascia Island Oak 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbiog12,Azek Arbor-GRV Island Oak 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbios20,Azek Arbor-SQ Island Oak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbmrg12,Azek Arbor-GRV Mountain Redwood 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbmrg20,Azek Arbor-GRV Mountain Redwood 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbmrs16,Azek Arbor-SQ Mountain Redwood 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdarbmrs20,Azek Arbor-SQ Mountain Redwood 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbsf12,Azek Harvest-Fascia Brownstone 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbsg12,Azek Harvest-GRV Brownstone 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbsg16,Azek Harvest-GRV Brownstone 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbsg20,Azek Harvest-GRV Brownstone 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbsr12,Azek Harvest-Riser Brownstone 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbss16,Azek Harvest-SQ Brownstone 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharbss20,Azek Harvest-SQ Brownstone 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharkof12,Azek Harvest-Fascia Kona 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharkor12,Azek Harvest-Riser Kona 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharkoS12,Azek Harvest-SQ Kona 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharkos16,Azek Harvest-SQ Kona 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharkos20,Azek Harvest-SQ Kona 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgf12,Azek Harvest-Fascia Slate Gray 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgg12,Azek Harvest-GRV Slate Gray 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgg16,Azek Harvest-GRV Slate Gray 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgg20,Azek Harvest-GRV Slate Gray 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgr12,Azek Harvest-Riser Slate Gray 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgs16,Azek Harvest-SQ Slate Gray 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdharsgs20,Azek Harvest-SQ Slate Gray 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgf12,Azek Harvest+-Fascia Timber Gray 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgg12,Azek Harvest+-GRV Timber Gray 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgg16,Azek Harvest+-GRV Timber Gray 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgg20,Azek Harvest+-GRV Timber Gray 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgr12,Azek Harvest+-Riser Timber Gray 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgs16,Azek Harvest+-SQ Timber Gray 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartgs20,Azek Harvest+-SQ Timber Gray 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartwf12,Azek Harvest+-Fascia Toasted Wheat 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartwg12,Azek Harvest+-GRV Toasted Wheat 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartwg16,Azek Harvest+-GRV Toasted Wheat 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartwg20,Azek Harvest+-GRV Toasted Wheat 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartwr12,Azek Harvest+-Riser Toasted Wheat 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartws16,Azek Harvest+-SQ Toasted Wheat 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdhartws20,Azek Harvest+-SQ Toasted Wheat 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanawf12,Azek Landmark-Fascia American Walnut 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanawg12,Azek Landmark-GRV American Walnut 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanawg16,Azek Landmark-GRV American Walnut 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanawg20,Azek Landmark-GRV American Walnut 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanawr12,Azek Landmark-Riser American Walnut 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanaws16,Azek Landmark-SQ American Walnut 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanaws20,Azek Landmark-SQ American Walnut 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlkf12,Azek Landmark-Fascia Boardwalk 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlkg12,Azek Landmark-GRV Boardwalk 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlkg16,Azek Landmark-GRV Boardwalk 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlkg20,Azek Landmark- GRV Boardwalk 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlkr12,Azek Landmark-Riser Boardwalk 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlks16,Azek Landmark-SQ Boardwalk 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanbdwlks20,Azek Landmark-SQ Boardwalk 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgf12,Azek Landmark-Fascia Castle Gate 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgg12,Azek Landmark-GRV Castle Gate 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgg16,Azek Landmark-GRV Castle Gate 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgg20,Azek Landmark-GRV Castle Gate 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgr12,Azek Landmark-Riser Castle Gate 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgs16,Azek Landmark-SQ Castle Gate 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlancgs20,Azek Landmark-SQ Castle Gate 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwof12,Azek Landmark-Fcia French White Oak 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwog12,Azek Landmark-GRV French White Oak 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwog16,Azek Landmark-GRV French White Oak 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwog20,Azek Landmark-GRV French White Oak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwor12,Azek Landmark-Risr French White Oak 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwos16,Azek Landmark-SQ French White Oak 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanfwos20,Azek Landmark-SQ French White Oak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanwof12,Azek Landmark-Fascia White Oak 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanwog12,Azek Landmark-GRV White Oak 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanwog16,Azek Landmark-GRV White Oak 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanwog20,Azek Landmark-GRV White Oak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanwos16,Azek Landmark-SQ White Oak 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdlanwos20,Azek Landmark-SQ White Oak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincsf12,Azek Vintage-Fascia Coastline 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincsg12,Azek Vintage-GRV Coastline 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincsg16,Azek Vintage-GRV Coastline 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincsg20,Azek Vintage-GRV Coastline 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincsr12,Azek Vintage-Riser Coastline 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincss16,Azek Vintage-SQ Coastline 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincss20,Azek Vintage-SQ Coastline 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincyf12,Azek Vintage-Fascia Cypress 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincyg12,Azek Vintage-GRV Cypress 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincyg16,Azek Vintage-GRV Cypress 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincyg20,Azek Vintage-GRV Cypress 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincyr12,Azek Vintage-Riser Cypress 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincys16,Azek Vintage-SQ Cypress 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvincys20,Azek Vintage-SQ Cypress 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhf12,Azek Vintage-Fascia Dark Hickory 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhg12,Azek Vintage-GRV Dark Hickory 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhg16,Azek Vintage-GRV Dark Hickory 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhg20,Azek Vintage-GRV Dark Hickory 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhr12,Azek Vintage-Riser Dark Hickory 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhs16,Azek Vintage-SQ Dark Hickory 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvindhs20,Azek Vintage-SQ Dark Hickory 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinewf12,Azek Vintage-Fascia English Walnut 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinewg12,Azek Vintage-GRV English Walnut 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinewg16,Azek Vintage-GRV English Walnut 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinewg20,Azek Vintage-GRV English Walnut 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinewr12,Azek Vintage-Riser English Walnut 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinews16,Azek Vintage-SQ English Walnut 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinews20,Azek Vintage-SQ English Walnut 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhf12,Azek Vintage-Fascia Mahogany 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhg12,Azek Vintage-GRV Mahogany 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhg16,Azek Vintage-GRV Mahogany 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhg20,Azek Vintage-GRV Mahogany 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhr12,Azek Vintage-Riser Mahogany 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhs16,Azek Vintage-SQ Mahogany 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhs16-P,Vintage Decking-Square-Mahogany,5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinmhs20,Azek Vintage-SQ Mahogany 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtf12,Azek Vintage-Fascia Weathered Teak 12',1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtf12-P,Vintage Fascia-Weathered Teak,1/2x12-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtg12,Azek Vintage-GRV Weathered Teak 12',5/4x6-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtg16,Azek Vintage-GRV Weathered Teak 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtg20,Azek Vintage-GRV Weathered Teak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtg20-P,Vintage Decking-Grooved-Weathered Teak,5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwtr12,Azek Vintage-Riser Weathered Teak 12',3/4x8-12',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwts16,Azek Vintage-SQ Weathered Teak 16',5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwts16-P,Vintage Decking-Square-Weathered Teak,5/4x6-16',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwts20,Azek Vintage-SQ Weathered Teak 20',5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkdvinwts20-P,Vintage Decking-Square-Weathered Teak,5/4x6-20',**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdcbw100sf,Cortex Set-Brazilian Walnut 100 Sq. Ft.,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdcct100sf,Cortex Set-Autumn Chestnut 100 Sq. Ft.,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdcct300sf,Cortex Set-Autumn Chestnut 300 Sq. Ft.,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdcio300sf,Cortex Set-Island Oak 300 Sq. Ft.,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdclbr100sf,Concealoc Hidden Fast. Set-Brown 100 SF,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdclcct100sf,Cortex Set (Cladding)-Aut. Chest. 100SF,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdclcio100sf,Cortex Set (Cladding)-Island Oak 100 SF,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdclrtr,Concealoc Groove Cut Router Bit,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdcmr100sf,Cortex Set-Mountain Redwood 100 Sq. Ft.,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdcmr300sf,Cortex Set-Mountain Redwood 300 Sq. Ft.,,**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdtldr100sf,TopLoc-Dark Red 100 Sq. Ft.,"#8 x 2-1/2""",**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdtldr300sf,TopLoc-Dark Red 300 Sq. Ft.,"#8 x 2-1/2""",**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkfdtllb300sf,TopLoc-Light Brown 300 Sq. Ft.,"#8 x 2-1/2""",**Special Order Product - No Returns**,
Decking-Composite,Timbertech Decking,azkftc234f50lf,"Cortex Plug/Screw Set-Frontier 2-3/4""",50 LF - White,Azek - Woodgrain (75-screws/100-plugs/1-bit),
Decking-Composite,Timbertech Decking,azkftc234t50lf,"Cortex Plug/Screw Set-Traditional 2-3/4""",50 LF - White,Azek - Smooth (75-screws/100-plugs/1-bit),
